ID khách hàng,Khả năng trả nợ,Giới tính,Độ tuổi,Tình trạng hôn nhân,Tình trạng công việc hiện tại (số năm kinh nghiệm),Thu nhập,Chi tiêu (trung bình một tháng),Hóa đơn tiền điện,Tài sản thế chấp,Tình trạng sở hữu nhà ở,Số tiền dự kiến vay,Mục đích vay,Thời hạn khoản vay,Chứng minh thu nhập,Số thành viên phụ thuộc trong gia đình,Trình độ học vấn
2704,0. Trả nợ đúng hạn,1. Nam,45,2. Độc thân,11,7000000,3000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
2705,0. Trả nợ đúng hạn,1. Nam,44,1. Có gia đình,14,20000000,10000000,100000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,60000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
2706,0. Trả nợ đúng hạn,1. Nam,34,2. Độc thân,7,25000000,11000000,100000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
2707,0. Trả nợ đúng hạn,1. Nam,50,2. Độc thân,10,13000000,4000000,100000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
2708,0. Trả nợ đúng hạn,1. Nam,46,2. Độc thân,11,17000000,13000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
2709,0. Trả nợ đúng hạn,1. Nam,44,2. Độc thân,11,6000000,3000000,100000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,60000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
2710,0. Trả nợ đúng hạn,1. Nam,45,2. Độc thân,13,10000000,6000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,2. Học tập,30,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
2711,0. Trả nợ đúng hạn,1. Nam,35,2. Độc thân,8,20000000,16000000,500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,2. Học tập,30,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
2712,0. Trả nợ đúng hạn,1. Nam,49,2. Độc thân,11,22000000,16000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
2713,0. Trả nợ đúng hạn,1. Nam,33,2. Độc thân,13,5000000,1000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
2714,0. Trả nợ đúng hạn,1. Nam,42,1. Có gia đình,12,18000000,9000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
2715,0. Trả nợ đúng hạn,1. Nam,48,1. Có gia đình,15,15000000,8000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
2716,0. Trả nợ đúng hạn,1. Nam,44,1. Có gia đình,13,32000000,25000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2717,0. Trả nợ đúng hạn,1. Nam,36,1. Có gia đình,14,5000000,1000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2718,0. Trả nợ đúng hạn,1. Nam,35,1. Có gia đình,13,12000000,8000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
2719,1. Trả nợ trễ hạn,1. Nam,22,3. Ly hôn,1,20000000,16000000,500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,50000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2720,0. Trả nợ đúng hạn,1. Nam,35,1. Có gia đình,10,45000000,41000000,1500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,5. Mua nhà,30,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2721,0. Trả nợ đúng hạn,1. Nam,40,1. Có gia đình,14,44000000,40000000,500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,5. Mua nhà,36,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
2722,0. Trả nợ đúng hạn,1. Nam,35,1. Có gia đình,3,42000000,38000000,800000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,1. Tiêu dùng,36,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2723,1. Trả nợ trễ hạn,1. Nam,23,3. Ly hôn,4,15000000,11000000,500000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,30000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2724,1. Trả nợ trễ hạn,1. Nam,20,2. Độc thân,1,9000000,5000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2725,0. Trả nợ đúng hạn,1. Nam,48,1. Có gia đình,8,33000000,29000000,1500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,5. Mua nhà,30,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2726,1. Trả nợ trễ hạn,1. Nam,34,1. Có gia đình,5,22000000,18000000,400000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,5. Mua nhà,36,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2727,0. Trả nợ đúng hạn,1. Nam,49,1. Có gia đình,7,31000000,27000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,4. Mua xe,24,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2728,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,2,12000000,8000000,800000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,2. Học tập,24,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2729,0. Trả nợ đúng hạn,1. Nam,41,1. Có gia đình,2,10000000,6000000,500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,1. Tiêu dùng,24,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2730,0. Trả nợ đúng hạn,1. Nam,32,1. Có gia đình,7,30000000,26000000,500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
2731,0. Trả nợ đúng hạn,1. Nam,35,1. Có gia đình,5,20000000,16000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,24,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2732,1. Trả nợ trễ hạn,1. Nam,28,4. Góa,2,12000000,8000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,5. Mua nhà,20,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
2733,0. Trả nợ đúng hạn,1. Nam,48,1. Có gia đình,5,20000000,16000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,3. Sản xuất kinh doanh,12,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2734,1. Trả nợ trễ hạn,1. Nam,42,2. Độc thân,3,9000000,5000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2735,0. Trả nợ đúng hạn,1. Nam,45,1. Có gia đình,2,20000000,16000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,1. Tiêu dùng,30,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2736,1. Trả nợ trễ hạn,1. Nam,46,2. Độc thân,2,10000000,6000000,500000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,150000000,3. Sản xuất kinh doanh,24,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2737,0. Trả nợ đúng hạn,1. Nam,49,1. Có gia đình,3,15000000,11000000,500000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2738,0. Trả nợ đúng hạn,1. Nam,50,1. Có gia đình,4,15000000,11000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,5. Mua nhà,12,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2739,0. Trả nợ đúng hạn,1. Nam,44,1. Có gia đình,2,20000000,16000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,4. Mua xe,30,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2740,0. Trả nợ đúng hạn,1. Nam,54,2. Độc thân,2,15000000,11000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
2741,0. Trả nợ đúng hạn,1. Nam,28,1. Có gia đình,2,20000000,16000000,500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
2742,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,3,27000000,23000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2743,1. Trả nợ trễ hạn,1. Nam,24,3. Ly hôn,2,20000000,16000000,200000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2744,1. Trả nợ trễ hạn,1. Nam,23,2. Độc thân,3,15000000,11000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2745,1. Trả nợ trễ hạn,1. Nam,21,3. Ly hôn,3,30000000,26000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,4. Mua xe,15,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2746,1. Trả nợ trễ hạn,1. Nam,19,3. Ly hôn,2,25000000,21000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,170000000,5. Mua nhà,36,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
2747,1. Trả nợ trễ hạn,1. Nam,20,3. Ly hôn,1,25000000,21000000,200000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,50000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2748,1. Trả nợ trễ hạn,1. Nam,21,3. Ly hôn,2,15000000,11000000,500000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,70000000,1. Tiêu dùng,30,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2749,1. Trả nợ trễ hạn,1. Nam,22,3. Ly hôn,2,28000000,24000000,300000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,50000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2750,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,1,18000000,14000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
2751,1. Trả nợ trễ hạn,1. Nam,24,3. Ly hôn,2,15000000,11000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2752,1. Trả nợ trễ hạn,1. Nam,22,3. Ly hôn,1,26000000,22000000,180000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,40000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2753,1. Trả nợ trễ hạn,1. Nam,19,2. Độc thân,1,10000000,6000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,2. Học tập,36,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2754,1. Trả nợ trễ hạn,1. Nam,19,3. Ly hôn,2,18000000,14000000,500000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
2755,1. Trả nợ trễ hạn,1. Nam,23,3. Ly hôn,2,29000000,25000000,350000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,5. Mua nhà,36,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2756,1. Trả nợ trễ hạn,1. Nam,20,2. Độc thân,1,18000000,14000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2757,1. Trả nợ trễ hạn,1. Nam,24,3. Ly hôn,2,15000000,11000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
2758,1. Trả nợ trễ hạn,1. Nam,22,3. Ly hôn,1,26000000,22000000,180000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,40000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2759,1. Trả nợ trễ hạn,1. Nam,23,2. Độc thân,1,10000000,6000000,300000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,2. Học tập,36,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2760,1. Trả nợ trễ hạn,1. Nam,22,3. Ly hôn,2,18000000,14000000,500000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2761,1. Trả nợ trễ hạn,1. Nam,19,3. Ly hôn,2,29000000,25000000,350000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,5. Mua nhà,36,1. Không có giấy tờ chứng minh thu nhập,0,4. Cấp ba
2762,1. Trả nợ trễ hạn,0. Nữ,24,4. Góa,1,10000000,6000000,200000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,30000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2763,1. Trả nợ trễ hạn,0. Nữ,20,3. Ly hôn,1,13000000,9000000,100000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2764,1. Trả nợ trễ hạn,0. Nữ,19,2. Độc thân,1,7000000,3000000,200000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
2765,1. Trả nợ trễ hạn,0. Nữ,20,3. Ly hôn,1,10000000,6000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,5. Mua nhà,36,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
2766,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,1,5000000,1000000,200000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,2. Học tập,36,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
2767,1. Trả nợ trễ hạn,0. Nữ,21,3. Ly hôn,1,7000000,3000000,200000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,50000000,1. Tiêu dùng,15,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2768,1. Trả nợ trễ hạn,0. Nữ,19,4. Góa,1,24000000,14000000,500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,50000000,1. Tiêu dùng,36,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2769,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,1,12000000,8000000,600000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,500000000,5. Mua nhà,36,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2770,0. Trả nợ đúng hạn,0. Nữ,30,1. Có gia đình,1,35000000,31000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,4. Mua xe,12,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2771,0. Trả nợ đúng hạn,0. Nữ,46,1. Có gia đình,1,11000000,7000000,1500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
2772,1. Trả nợ trễ hạn,0. Nữ,22,1. Có gia đình,2,22000000,18000000,900000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,30000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2773,0. Trả nợ đúng hạn,0. Nữ,23,1. Có gia đình,2,34000000,30000000,500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,100000000,5. Mua nhà,24,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2774,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,2,12000000,8000000,200000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,3. Sản xuất kinh doanh,24,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2775,1. Trả nợ trễ hạn,0. Nữ,44,2. Độc thân,2,25000000,21000000,500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,3. Sản xuất kinh doanh,20,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2776,1. Trả nợ trễ hạn,0. Nữ,54,3. Ly hôn,2,12000000,8000000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,50000000,1. Tiêu dùng,15,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2777,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,2,20000000,16000000,200000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,3. Sản xuất kinh doanh,24,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2778,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,8,32000000,28000000,500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,5. Mua nhà,24,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
2779,0. Trả nợ đúng hạn,0. Nữ,28,1. Có gia đình,7,30000000,26000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,4. Mua xe,12,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2780,1. Trả nợ trễ hạn,0. Nữ,54,3. Ly hôn,2,15000000,11000000,200000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,30000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2781,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,20,22000000,18000000,500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,24,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2782,1. Trả nợ trễ hạn,0. Nữ,27,3. Ly hôn,2,12000000,8000000,400000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
2783,0. Trả nợ đúng hạn,0. Nữ,32,1. Có gia đình,2,12000000,8000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
2784,0. Trả nợ đúng hạn,0. Nữ,42,1. Có gia đình,2,20000000,16000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,3. Sản xuất kinh doanh,12,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2785,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,2,35000000,31000000,1500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,5. Mua nhà,24,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
2786,0. Trả nợ đúng hạn,0. Nữ,32,1. Có gia đình,2,33000000,29000000,1500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,3. Sản xuất kinh doanh,22,0. Có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2787,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,2,40000000,36000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,4. Mua xe,12,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2788,0. Trả nợ đúng hạn,0. Nữ,45,1. Có gia đình,2,46000000,42000000,2000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,400000000,5. Mua nhà,36,0. Có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2789,0. Trả nợ đúng hạn,0. Nữ,39,1. Có gia đình,2,43000000,39000000,1000000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,3. Sản xuất kinh doanh,20,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2790,0. Trả nợ đúng hạn,0. Nữ,41,1. Có gia đình,21,35000000,31000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,4. Mua xe,12,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
2791,1. Trả nợ trễ hạn,0. Nữ,26,2. Độc thân,2,20000000,16000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,30000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
2792,1. Trả nợ trễ hạn,0. Nữ,28,2. Độc thân,2,25000000,21000000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,40000000,1. Tiêu dùng,24,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2793,0. Trả nợ đúng hạn,0. Nữ,35,2. Độc thân,12,50000000,46000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,500000000,5. Mua nhà,30,0. Có giấy tờ chứng minh thu nhập,1,4. Cấp ba
2794,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,2,65000000,61000000,1500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,550000000,3. Sản xuất kinh doanh,36,0. Có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2795,0. Trả nợ đúng hạn,0. Nữ,24,1. Có gia đình,2,34000000,30000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,5. Mua nhà,36,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2796,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,14,45000000,41000000,1000000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,400000000,5. Mua nhà,30,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
2797,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,30000000,26000000,300000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,50000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,2,4. Cấp ba
2798,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,19,30000000,26000000,800000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,300000000,4. Mua xe,30,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2799,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,21,50000000,46000000,2000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,400000000,5. Mua nhà,20,0. Có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
2800,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,22,37000000,33000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,100000000,1. Tiêu dùng,15,0. Có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
2801,0. Trả nợ đúng hạn,0. Nữ,49,1. Có gia đình,23,49000000,45000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,500000000,5. Mua nhà,36,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
2802,0. Trả nợ đúng hạn,0. Nữ,50,1. Có gia đình,24,32000000,28000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,150000000,4. Mua xe,12,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
2803,0. Trả nợ đúng hạn,0. Nữ,30,1. Có gia đình,12,22000000,38000000,500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,450000000,3. Sản xuất kinh doanh,24,0. Có giấy tờ chứng minh thu nhập,3,4. Cấp ba
2804,0. Trả nợ đúng hạn,0. Nữ,34,1. Có gia đình,14,20000000,41000000,1500000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,170000000,1. Tiêu dùng,20,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
2805,0. Trả nợ đúng hạn,0. Nữ,37,1. Có gia đình,16,40000000,36000000,1000000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,5. Mua nhà,30,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
2806,0. Trả nợ đúng hạn,0. Nữ,44,1. Có gia đình,21,38000000,34000000,1500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,5. Mua nhà,24,0. Có giấy tờ chứng minh thu nhập,4,3. Đại học
2807,0. Trả nợ đúng hạn,0. Nữ,31,1. Có gia đình,12,30000000,26000000,800000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,250000000,4. Mua xe,24,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
2808,0. Trả nợ đúng hạn,0. Nữ,32,1. Có gia đình,13,31000000,27000000,1000000,1. Không có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,3. Sản xuất kinh doanh,30,0. Có giấy tờ chứng minh thu nhập,4,2. Thạc sĩ
2809,0. Trả nợ đúng hạn,0. Nữ,39,1. Có gia đình,15,29000000,25000000,1500000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,3. Sản xuất kinh doanh,24,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
2810,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,17,41000000,37000000,1000000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,5. Mua nhà,25,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
2811,0. Trả nợ đúng hạn,0. Nữ,34,1. Có gia đình,2,33000000,29000000,1000000,0. Có tài sản thế chấp,1. Chưa sở hữu nhà ở,200000000,5. Mua nhà,25,0. Có giấy tờ chứng minh thu nhập,4,4. Cấp ba
